sth_account_id,fan_id,membership_tier,tenure_years,predicted_annual_spend,churn_probability,implied_lifetime_years,clv
STH503826,TF111189,Gold,4,7282.61751391224,0.02,12.0,87391.0
STH503155,TF109169,Gold,4,7282.61751391224,0.02,12.0,87391.0
STH503462,TF110134,Bronze,4,7282.3539522220535,0.02,12.0,87388.0
STH505685,TF116980,Bronze,4,7282.230831685594,0.02,12.0,87387.0
STH508029,TF123628,Silver,8,7282.175513433615,0.02,12.0,87386.0
STH504807,TF114200,Silver,8,7282.175513433615,0.02,12.0,87386.0
STH500856,TF102504,Gold,8,7282.021738035595,0.02,12.0,87384.0
STH506854,TF120300,Silver,3,7281.8790828652245,0.02,12.0,87383.0
STH500731,TF102117,Gold,6,7281.942222738071,0.02,12.0,87383.0
STH502091,TF106130,Silver,3,7281.8790828652245,0.02,12.0,87383.0
STH502903,TF108413,Gold,7,7281.828301574041,0.02,12.0,87382.0
STH500735,TF102128,Silver,2,7281.635266810149,0.02,12.0,87380.0
STH502057,TF106025,Silver,5,7281.4553790577675,0.02,12.0,87377.0
STH508005,TF123543,Bronze,8,7281.317437481445,0.02,12.0,87376.0
STH504858,TF114374,Gold,6,7281.20796662363,0.02,12.0,87374.0
STH502349,TF106866,Gold,4,7280.750208121305,0.024,12.0,87369.0
STH506295,TF118686,Bronze,6,7280.684778924491,0.02,12.0,87368.0
STH504704,TF113842,Silver,8,7279.974761776112,0.02,12.0,87360.0
STH506673,TF119798,Silver,3,7279.795018400449,0.02,12.0,87358.0
STH508092,TF123808,Gold,9,7279.755381689795,0.02,12.0,87357.0
STH501375,TF104032,Silver,8,7279.268538009492,0.02,12.0,87351.0
STH500012,TF100022,Silver,4,7279.066071384357,0.02,12.0,87349.0
STH508130,TF123896,Silver,8,7279.100961003539,0.02,12.0,87349.0
STH506733,TF119959,Silver,7,7277.990531729689,0.02,12.0,87336.0
STH502440,TF107128,Bronze,7,7277.935278727479,0.02,12.0,87335.0
STH502008,TF105886,Gold,8,7277.940725209778,0.02,12.0,87335.0
STH502872,TF108343,Silver,2,7277.828269257795,0.02,12.0,87334.0
STH500383,TF101073,Silver,4,7277.464195715449,0.02,12.0,87330.0
STH507918,TF123288,Silver,4,7277.464195715449,0.02,12.0,87330.0
STH502531,TF107367,Gold,6,7277.224942355567,0.02,12.0,87327.0
STH500467,TF101339,Gold,9,7277.211778193687,0.02,12.0,87327.0
STH500112,TF100314,Gold,3,7277.017803642799,0.02,12.0,87324.0
STH505297,TF115728,Bronze,6,7276.703172059637,0.02,12.0,87320.0
STH506824,TF120228,Gold,9,7275.038101307291,0.02,12.0,87300.0
STH508310,TF124416,Gold,6,7274.311412249745,0.02,12.0,87292.0
STH505975,TF117790,Silver,6,7273.29312462075,0.02,12.0,87280.0
STH507105,TF121010,Silver,7,7272.564177604658,0.02,12.0,87271.0
STH505295,TF115725,Platinum,6,7218.972122895513,0.02,12.0,86628.0
STH508160,TF124011,Platinum,7,7215.112586961134,0.02,12.0,86581.0
STH508365,TF124567,Silver,4,7213.6708883819165,0.02,12.0,86564.0
STH502595,TF107557,Platinum,2,7213.50233837142,0.02,12.0,86562.0
STH501908,TF105607,Platinum,5,7212.778391007243,0.02,12.0,86553.0
STH505930,TF117654,Platinum,4,7212.466371632117,0.02,12.0,86550.0
STH502032,TF105959,Bronze,2,7209.65203472,0.02,12.0,86516.0
STH502552,TF107416,Bronze,3,7209.379654106937,0.02,12.0,86513.0
STH504251,TF112481,Bronze,5,7208.350396976789,0.02,12.0,86500.0
STH501017,TF102990,Silver,7,7206.825344128791,0.02,12.0,86482.0
STH507346,TF121693,Platinum,2,7206.234966368445,0.02,12.0,86475.0
STH500138,TF100375,Platinum,9,7205.92678490225,0.02,12.0,86471.0
STH506020,TF117934,Platinum,8,7205.850796664319,0.02,12.0,86470.0
STH502002,TF105876,Bronze,6,7204.229978632552,0.02,12.0,86451.0
STH500505,TF101448,Gold,8,7203.759350960945,0.02,12.0,86445.0
STH505394,TF116049,Silver,7,7203.699881706927,0.02,12.0,86444.0
STH506953,TF120559,Bronze,7,7203.076696375815,0.02,12.0,86437.0
STH506310,TF118741,Bronze,6,7203.011329460919,0.02,12.0,86436.0
STH506429,TF119079,Platinum,9,7202.8727512471505,0.02,12.0,86434.0
STH507329,TF121636,Bronze,4,7202.8367562425965,0.02,12.0,86434.0
STH502930,TF108492,Silver,4,7202.751007340492,0.02,12.0,86433.0
STH502524,TF107351,Bronze,9,7202.09899658626,0.02,12.0,86425.0
STH504465,TF113123,Bronze,5,7201.96807297843,0.02,12.0,86424.0
STH500403,TF101121,Bronze,2,7201.512503532454,0.02,12.0,86418.0
STH504794,TF114163,Bronze,2,7201.387674850656,0.02,12.0,86417.0
STH505335,TF115871,Bronze,2,7201.387674850656,0.02,12.0,86417.0
STH504638,TF113644,Bronze,2,7201.443533852641,0.02,12.0,86417.0
STH505830,TF117337,Platinum,6,7201.235113839302,0.02,12.0,86415.0
STH505868,TF117446,Bronze,2,7201.024325108419,0.02,12.0,86412.0
STH506331,TF118800,Silver,2,7200.677693796457,0.02,12.0,86408.0
STH501498,TF104381,Bronze,7,7200.109560288315,0.02,12.0,86401.0
STH503528,TF110333,Gold,9,7199.768200089,0.02,12.0,86397.0
STH505591,TF116660,Bronze,5,7199.200833802381,0.02,12.0,86390.0
STH505706,TF117023,Platinum,9,7199.169701501566,0.02,12.0,86390.0
STH506524,TF119381,Bronze,2,7198.799326469938,0.02,12.0,86386.0
STH505967,TF117770,Bronze,2,7198.480699426533,0.02,12.0,86382.0
STH504680,TF113759,Bronze,2,7198.480699426533,0.02,12.0,86382.0
STH503995,TF111709,Bronze,5,7198.175982992356,0.02,12.0,86378.0
STH506645,TF119723,Silver,2,7197.947723536101,0.02,12.0,86375.0
STH504979,TF114771,Bronze,2,7197.893736190133,0.02,12.0,86375.0
STH507852,TF123076,Silver,6,7197.761905732089,0.02,12.0,86373.0
STH502365,TF106898,Silver,2,7197.776796743612,0.02,12.0,86373.0
STH500869,TF102537,Bronze,7,7197.37959002796,0.02,12.0,86369.0
STH502263,TF106581,Gold,8,7197.36143169038,0.02,12.0,86368.0
STH502330,TF106803,Bronze,8,7197.138821435901,0.02,12.0,86366.0
STH500504,TF101442,Bronze,2,7196.971352712487,0.02,12.0,86364.0
STH506301,TF118707,Silver,4,7196.680469917591,0.02,12.0,86360.0
STH505345,TF115901,Bronze,5,7196.634144712774,0.02,12.0,86360.0
STH500708,TF102043,Bronze,5,7196.612485421661,0.02,12.0,86359.0
STH507077,TF120921,Silver,4,7196.4898295039175,0.02,12.0,86358.0
STH506141,TF118218,Bronze,6,7196.406069585047,0.02,12.0,86357.0
STH505746,TF117122,Bronze,9,7196.285045738013,0.02,12.0,86355.0
STH504174,TF112229,Bronze,3,7196.242405696395,0.02,12.0,86355.0
STH500847,TF102463,Silver,5,7196.124232230062,0.02,12.0,86353.0
STH506765,TF120050,Bronze,6,7195.564911362166,0.02,12.0,86347.0
STH500308,TF100851,Bronze,2,7195.622070745984,0.02,12.0,86347.0
STH500628,TF101779,Bronze,5,7195.600745289464,0.02,12.0,86347.0
STH505668,TF116921,Silver,2,7195.404097854214,0.02,12.0,86345.0
STH501452,TF104243,Silver,5,7195.099381420037,0.02,12.0,86341.0
STH501588,TF104643,Silver,6,7195.031935471733,0.02,12.0,86340.0
STH507127,TF121063,Silver,3,7194.993777881527,0.02,12.0,86340.0
STH506458,TF119175,Bronze,3,7194.893123729892,0.02,12.0,86339.0
STH505714,TF117037,Gold,2,7194.8124348825695,0.02,12.0,86338.0
STH506891,TF120410,Bronze,3,7194.844776986318,0.02,12.0,86338.0
STH506136,TF118199,Bronze,4,7194.873542512888,0.02,12.0,86338.0
STH504937,TF114635,Silver,2,7194.817134617814,0.02,12.0,86338.0
STH503457,TF110107,Bronze,4,7194.628255375238,0.02,12.0,86336.0
STH501100,TF103221,Silver,7,7194.666338197879,0.02,12.0,86336.0
STH505013,TF114879,Bronze,8,7194.425644373386,0.02,12.0,86333.0
STH502560,TF107435,Silver,4,7194.286490156548,0.02,12.0,86331.0
STH500636,TF101793,Silver,4,7194.286490156548,0.02,12.0,86331.0
STH506152,TF118250,Bronze,9,7194.219228536771,0.02,12.0,86331.0
STH507486,TF122096,Bronze,8,7194.107017329981,0.02,12.0,86329.0
STH501186,TF103488,Bronze,5,7193.899308359146,0.02,12.0,86327.0
STH506070,TF118076,Bronze,5,7193.899308359146,0.02,12.0,86327.0
STH506143,TF118233,Silver,5,7193.636487735938,0.02,12.0,86324.0
STH504891,TF114474,Bronze,9,7193.696697357294,0.02,12.0,86324.0
STH503524,TF110324,Platinum,8,7193.472702843279,0.02,12.0,86322.0
STH500334,TF100928,Bronze,5,7193.386882954133,0.02,12.0,86321.0
STH503020,TF108772,Silver,4,7193.359240585631,0.02,12.0,86320.0
STH500236,TF100646,Silver,2,7193.279725288106,0.02,12.0,86319.0
STH500952,TF102791,Gold,2,7193.248937311876,0.02,12.0,86319.0
STH506023,TF117942,Bronze,3,7193.083776348224,0.02,12.0,86317.0
STH501912,TF105619,Silver,6,7192.907540719846,0.02,12.0,86315.0
STH506338,TF118850,Bronze,6,7192.657935938042,0.02,12.0,86312.0
STH504373,TF112852,Bronze,3,7192.644025328815,0.02,12.0,86312.0
STH500950,TF102767,Bronze,7,7192.686701464612,0.02,12.0,86312.0
STH500853,TF102495,Silver,6,7192.488309789847,0.02,12.0,86310.0
STH500535,TF101510,Silver,3,7192.525887956662,0.02,12.0,86310.0
STH503531,TF110342,Silver,3,7192.280600819012,0.02,12.0,86307.0
STH502922,TF108475,Gold,3,7192.201363252379,0.02,12.0,86306.0
STH501944,TF105703,Bronze,8,7191.9826447638725,0.02,12.0,86304.0
STH505710,TF117028,Bronze,3,7191.937801562194,0.02,12.0,86303.0
STH504605,TF113559,Silver,6,7191.901346553446,0.02,12.0,86303.0
STH503244,TF109441,Bronze,9,7191.868723599843,0.02,12.0,86302.0
STH506196,TF118373,Silver,8,7191.871573980544,0.02,12.0,86302.0
STH507719,TF122717,Gold,4,7191.791043279692,0.02,12.0,86301.0
STH505058,TF115011,Bronze,5,7191.625882316041,0.02,12.0,86300.0
STH504452,TF113082,Gold,8,7191.463603596043,0.02,12.0,86298.0
STH501864,TF105488,Bronze,9,7191.228807432428,0.02,12.0,86295.0
STH501455,TF104247,Silver,4,7191.0875751414815,0.02,12.0,86293.0
STH500902,TF102636,Gold,8,7191.100253853806,0.02,12.0,86293.0
STH507833,TF123028,Silver,6,7190.43461636332,0.02,12.0,86285.0
STH506960,TF120576,Silver,8,7190.443452521263,0.02,12.0,86285.0
STH508263,TF124272,Silver,9,7190.413186745539,0.02,12.0,86285.0
STH501968,TF105770,Silver,2,7190.2963707725885,0.02,12.0,86284.0
STH503422,TF110005,Bronze,7,7190.167988283856,0.02,12.0,86282.0
STH500098,TF100281,Gold,4,7189.963069522241,0.02,12.0,86280.0
STH508373,TF124588,Silver,7,7189.705669347228,0.02,12.0,86276.0
STH505148,TF115267,Silver,7,7189.634990207646,0.02,12.0,86276.0
STH503324,TF109679,Bronze,8,7189.58020428569,0.02,12.0,86275.0
STH502757,TF108004,Bronze,5,7189.445717305282,0.02,12.0,86273.0
STH502268,TF106598,Silver,7,7189.374531620923,0.02,12.0,86272.0
STH504824,TF114252,Bronze,9,7188.967826546998,0.02,12.0,86268.0
STH502256,TF106556,Bronze,6,7188.893686709845,0.02,12.0,86267.0
STH502589,TF107531,Silver,4,7188.838476740404,0.02,12.0,86266.0
STH502616,TF107609,Silver,3,7188.861199989876,0.02,12.0,86266.0
STH501179,TF103460,Silver,8,7188.635865738552,0.02,12.0,86264.0
STH502016,TF105913,Gold,8,7188.556628171919,0.02,12.0,86263.0
STH501145,TF103364,Silver,2,7188.562444905602,0.02,12.0,86263.0
STH502880,TF108359,Gold,2,7188.52006650158,0.02,12.0,86262.0
STH501557,TF104550,Gold,2,7188.52006650158,0.02,12.0,86262.0
STH506607,TF119598,Silver,8,7188.123440333539,0.02,12.0,86257.0
STH504423,TF113004,Silver,7,7188.041810619067,0.02,12.0,86257.0
STH501431,TF104183,Bronze,7,7187.624384787748,0.02,12.0,86251.0
STH507747,TF122785,Bronze,7,7187.624384787748,0.02,12.0,86251.0
STH502579,TF107493,Bronze,8,7187.43822239423,0.02,12.0,86249.0
STH505315,TF115796,Bronze,5,7187.361652840507,0.02,12.0,86248.0
STH501194,TF103524,Bronze,8,7187.265364381369,0.02,12.0,86247.0
STH506914,TF120456,Silver,4,7187.098062749056,0.02,12.0,86245.0
STH508348,TF124526,Gold,2,7187.1163594202235,0.02,12.0,86245.0
STH507985,TF123455,Gold,6,7187.10754677998,0.02,12.0,86245.0
STH507363,TF121753,Bronze,7,7187.015060201931,0.02,12.0,86244.0
STH502187,TF106383,Gold,7,7186.8910251689,0.02,12.0,86243.0
STH502151,TF106308,Bronze,8,7186.895437771655,0.02,12.0,86243.0
STH505067,TF115030,Gold,7,7186.8910251689,0.02,12.0,86243.0
STH502041,TF105990,Bronze,3,7186.798993691771,0.02,12.0,86242.0
STH502456,TF107182,Silver,7,7186.651635692128,0.02,12.0,86240.0
STH502556,TF107424,Silver,6,7186.6743589416,0.02,12.0,86240.0
STH505966,TF117769,Bronze,6,7186.329278652509,0.02,12.0,86236.0
STH505683,TF116971,Gold,6,7186.296970049415,0.02,12.0,86236.0
STH503837,TF111219,Bronze,8,7186.286113185839,0.02,12.0,86235.0
STH500067,TF100216,Bronze,9,7186.166490755564,0.02,12.0,86234.0
STH506693,TF119840,Silver,5,7186.005677247614,0.02,12.0,86232.0
STH507882,TF123176,Silver,8,7185.922688676036,0.02,12.0,86231.0
STH505010,TF114874,Silver,8,7185.922688676036,0.02,12.0,86231.0
STH506644,TF119720,Silver,7,7185.945411925508,0.02,12.0,86231.0
STH506592,TF119564,Silver,9,7185.853795554001,0.02,12.0,86230.0
STH508167,TF124029,Silver,9,7185.633492679354,0.02,12.0,86228.0
STH508163,TF124021,Silver,9,7185.633492679354,0.02,12.0,86228.0
STH506803,TF120164,Silver,8,7185.216464909416,0.02,12.0,86223.0
STH503088,TF108983,Silver,7,7185.200947189775,0.02,12.0,86222.0
STH501772,TF105195,Bronze,8,7185.174811792232,0.02,12.0,86222.0
STH501487,TF104342,Bronze,6,7185.030830155508,0.02,12.0,86220.0
STH507299,TF121543,Silver,7,7184.917709825142,0.02,12.0,86219.0
STH507450,TF121978,Silver,6,7184.667405645705,0.02,12.0,86216.0
STH503999,TF111729,Silver,5,7184.496330533567,0.02,12.0,86214.0
STH505747,TF117128,Silver,9,7184.4875178933235,0.02,12.0,86214.0
STH503976,TF111645,Bronze,7,7184.301883139416,0.02,12.0,86212.0
STH501919,TF105638,Gold,6,7184.2005713558565,0.02,12.0,86210.0
STH500432,TF101212,Gold,2,7183.998104730721,0.02,12.0,86208.0
STH503060,TF108905,Gold,8,7183.888652109702,0.02,12.0,86207.0
STH507554,TF122283,Silver,8,7183.818836199337,0.02,12.0,86206.0
STH502912,TF108445,Silver,8,7183.818836199337,0.02,12.0,86206.0
STH506849,TF120289,Silver,5,7183.462073751505,0.02,12.0,86202.0
STH506151,TF118249,Gold,3,7183.26915771463,0.02,12.0,86199.0
STH500993,TF102895,Gold,2,7183.175127214037,0.02,12.0,86198.0
STH508354,TF124542,Gold,9,7183.159705093611,0.02,12.0,86198.0
STH506060,TF118042,Silver,7,7182.948585946545,0.02,12.0,86195.0
STH501161,TF103418,Silver,6,7182.733126735413,0.02,12.0,86193.0
STH501580,TF104622,Gold,7,7182.614350535691,0.02,12.0,86191.0
STH506008,TF117890,Silver,7,7182.523730064098,0.02,12.0,86190.0
STH501614,TF104738,Bronze,8,7182.479115633486,0.02,12.0,86190.0
STH504365,TF112816,Gold,3,7182.446180197945,0.02,12.0,86189.0
STH504179,TF112239,Gold,8,7181.887833236168,0.02,12.0,86183.0
STH505773,TF117184,Gold,7,7181.464671043869,0.02,12.0,86178.0
STH504061,TF111905,Gold,2,7181.302408571975,0.02,12.0,86176.0
STH506870,TF120350,Gold,6,7181.293595931732,0.02,12.0,86176.0
STH503225,TF109388,Silver,8,7181.2752327032285,0.02,12.0,86175.0
STH505294,TF115724,Silver,9,7181.065836031915,0.02,12.0,86173.0
STH502939,TF108510,Silver,4,7180.851463211901,0.02,12.0,86170.0
STH507040,TF120825,Gold,7,7180.049942478355,0.02,12.0,86161.0
STH500479,TF101383,Gold,6,7180.0357922128405,0.02,12.0,86160.0
STH507086,TF120956,Gold,2,7179.835569658342,0.02,12.0,86158.0
STH503496,TF110240,Silver,6,7179.034142481237,0.02,12.0,86148.0
STH507175,TF121217,Silver,4,7178.709481320441,0.02,12.0,86145.0
STH504997,TF114830,Silver,3,7178.257578845337,0.02,12.0,86139.0
STH504296,TF112595,Bronze,5,7121.230608425117,0.022000000000000002,12.0,85455.0
STH502860,TF108315,Silver,2,7120.8065318610215,0.02,12.0,85450.0
STH508399,TF124676,Bronze,7,7119.772714392933,0.02,12.0,85437.0
STH503518,TF110307,Platinum,5,7119.751168717192,0.02,12.0,85437.0
STH501254,TF103698,Bronze,4,7118.173455083299,0.02,12.0,85418.0
STH505909,TF117587,Platinum,4,7117.57314030916,0.02,12.0,85411.0
STH500385,TF101078,Platinum,4,7117.57314030916,0.02,12.0,85411.0
STH507955,TF123382,Platinum,7,7117.268423874983,0.02,12.0,85407.0
STH501304,TF103838,Platinum,8,7116.539476858891,0.02,12.0,85398.0
STH501266,TF103738,Platinum,2,7116.12405891722,0.02,12.0,85393.0
STH501861,TF105476,Platinum,4,7116.0637935951145,0.02,12.0,85393.0
STH505863,TF117432,Platinum,6,7116.115246276977,0.02,12.0,85393.0
STH501713,TF105014,Silver,2,7115.886901874757,0.02,12.0,85391.0
STH503737,TF110918,Silver,7,7114.925706210484,0.02,12.0,85379.0
STH503186,TF109270,Silver,2,7114.237907655751,0.02,12.0,85371.0
STH504739,TF113980,Silver,2,7113.292543687311,0.02,12.0,85360.0
STH502920,TF108473,Bronze,2,7113.093693596844,0.02,12.0,85357.0
STH502656,TF107722,Bronze,8,7111.995463163077,0.02,12.0,85344.0
STH506913,TF120454,Silver,4,7111.829523158703,0.02,12.0,85342.0
STH503871,TF111314,Platinum,8,7111.750376820669,0.02,12.0,85341.0
STH506381,TF118966,Platinum,6,7111.667573089407,0.02,12.0,85340.0
STH505157,TF115304,Platinum,3,7111.46043437664,0.02,12.0,85338.0
STH506770,TF120059,Platinum,3,7111.46043437664,0.02,12.0,85338.0
STH507697,TF122669,Platinum,9,7111.069776548152,0.02,12.0,85333.0
STH502993,TF108695,Platinum,7,7110.976055493994,0.02,12.0,85332.0
STH503479,TF110175,Silver,5,7110.793085402358,0.02,12.0,85330.0
STH502798,TF108135,Bronze,5,7110.482517307923,0.02,12.0,85326.0
STH508353,TF124536,Bronze,5,7110.291826696506,0.02,12.0,85324.0
STH506640,TF119708,Platinum,8,7109.989376182575,0.02,12.0,85320.0
STH500623,TF101766,Bronze,4,7108.244328236516,0.02,12.0,85299.0
STH507608,TF122414,Bronze,4,7108.244328236516,0.02,12.0,85299.0
STH503202,TF109312,Silver,3,7108.0694958368,0.02,12.0,85297.0
STH501036,TF103040,Bronze,5,7107.9867664466165,0.02,12.0,85296.0
STH507334,TF121653,Bronze,5,7107.9867664466165,0.02,12.0,85296.0
STH502154,TF106313,Bronze,6,7107.187052862262,0.02,12.0,85286.0
STH506658,TF119761,Bronze,9,7106.772415312566,0.02,12.0,85281.0
STH507585,TF122351,Bronze,7,7106.597842094245,0.02,12.0,85279.0
STH500576,TF101631,Bronze,7,7106.597842094245,0.02,12.0,85279.0
STH507255,TF121436,Silver,3,7106.3680589064825,0.02,12.0,85276.0
STH502051,TF106014,Platinum,6,7106.3600632225425,0.02,12.0,85276.0
STH505367,TF115956,Bronze,3,7106.243304992252,0.02,12.0,85275.0
STH504470,TF113142,Silver,3,7105.896673680289,0.02,12.0,85271.0
STH508326,TF124471,Bronze,4,7105.51435797616,0.02,12.0,85266.0
STH508349,TF124528,Bronze,5,7105.148760702305,0.02,12.0,85262.0
STH506288,TF118675,Silver,2,7104.728677259119,0.02,12.0,85257.0
STH502926,TF108486,Bronze,6,7104.54464236801,0.02,12.0,85255.0
STH503477,TF110172,Bronze,6,7104.54464236801,0.02,12.0,85255.0
STH503210,TF109346,Gold,2,7104.623218336831,0.02,12.0,85255.0
STH500503,TF101441,Bronze,6,7104.419813686213,0.02,12.0,85253.0
STH500406,TF101130,Bronze,2,7104.428626326457,0.02,12.0,85253.0
STH501884,TF105544,Silver,6,7104.2501875380185,0.02,12.0,85251.0
STH501316,TF103869,Bronze,7,7103.746725672105,0.02,12.0,85245.0
STH502943,TF108528,Bronze,3,7103.699679310365,0.02,12.0,85244.0
STH500526,TF101490,Silver,5,7103.706128832175,0.02,12.0,85244.0
STH500113,TF100316,Silver,3,7103.530053162171,0.02,12.0,85242.0
STH504810,TF114209,Bronze,4,7103.389963224272,0.02,12.0,85241.0
STH507493,TF122109,Bronze,7,7103.327516927884,0.02,12.0,85240.0
STH508057,TF123701,Bronze,3,7103.112716073965,0.02,12.0,85237.0
STH507421,TF121907,Bronze,4,7102.970732294273,0.02,12.0,85236.0
STH504672,TF113743,Gold,4,7102.693939078454,0.02,12.0,85232.0
STH502935,TF108501,Bronze,5,7102.661016208181,0.02,12.0,85232.0
STH501611,TF104733,Bronze,5,7102.560412321585,0.02,12.0,85231.0
STH501514,TF104416,Silver,5,7102.072159129986,0.02,12.0,85225.0
STH502113,TF106194,Silver,5,7102.072159129986,0.02,12.0,85225.0
STH500518,TF101474,Gold,2,7101.785212592518,0.02,12.0,85221.0
STH504207,TF112322,Bronze,3,7101.5753067442565,0.02,12.0,85219.0
STH503716,TF110857,Silver,6,7101.3990711158785,0.02,12.0,85217.0
STH504419,TF112994,Silver,6,7100.979862371657,0.02,12.0,85212.0
STH503018,TF108765,Bronze,8,7100.474175159904,0.02,12.0,85206.0
STH500228,TF100626,Gold,4,7100.327318560335,0.02,12.0,85204.0
STH500330,TF100922,Gold,4,7100.327318560335,0.02,12.0,85204.0
STH506714,TF119908,Bronze,8,7100.37357127331,0.02,12.0,85204.0
STH505000,TF114838,Bronze,5,7100.117412712073,0.02,12.0,85201.0
STH500121,TF100329,Bronze,5,7099.84723525907,0.02,12.0,85198.0
STH506562,TF119483,Silver,4,7099.307167485555,0.02,12.0,85192.0
STH506587,TF119545,Bronze,2,7099.320899244831,0.02,12.0,85192.0
STH504656,TF113689,Silver,9,7099.212230067603,0.02,12.0,85191.0
STH502973,TF108618,Bronze,3,7099.252006122795,0.02,12.0,85191.0
STH507877,TF123158,Gold,2,7099.1968642118,0.02,12.0,85190.0
STH503783,TF111066,Gold,2,7098.989955172363,0.02,12.0,85188.0
STH506538,TF119417,Bronze,3,7099.031703248148,0.02,12.0,85188.0
STH500256,TF100697,Silver,2,7098.957474735028,0.02,12.0,85187.0
STH503992,TF111705,Silver,6,7098.776523024288,0.02,12.0,85185.0
STH503126,TF109076,Bronze,9,7098.63288412502,0.02,12.0,85184.0
STH503145,TF109134,Silver,5,7098.578220469462,0.02,12.0,85183.0
STH504511,TF113281,Bronze,3,7098.591952228739,0.02,12.0,85183.0
STH503478,TF110173,Silver,6,7098.547954693739,0.02,12.0,85183.0
STH507651,TF122524,Silver,6,7098.436236689771,0.02,12.0,85181.0
STH503841,TF111225,Silver,7,7098.025916717083,0.02,12.0,85176.0
STH504224,TF112370,Bronze,7,7097.876915821874,0.02,12.0,85175.0
STH503353,TF109766,Silver,3,7097.716102313923,0.02,12.0,85173.0
STH505028,TF114933,Gold,4,7097.7389701796155,0.02,12.0,85173.0
STH503585,TF110478,Bronze,2,7097.757401674136,0.02,12.0,85173.0
STH500616,TF101736,Silver,3,7097.716102313923,0.02,12.0,85173.0
STH506731,TF119953,Silver,5,7097.655836991817,0.02,12.0,85172.0
STH507488,TF122099,Silver,2,7097.63447259945,0.02,12.0,85172.0
STH504555,TF113399,Gold,6,7097.599286580476,0.02,12.0,85171.0
STH500237,TF100647,Bronze,2,7097.580485253482,0.02,12.0,85171.0
STH504218,TF112355,Gold,4,7097.420343136211,0.02,12.0,85169.0
STH507684,TF122633,Bronze,5,7097.34096723599,0.02,12.0,85168.0
STH504690,TF113798,Gold,3,7097.254969290319,0.02,12.0,85167.0
STH505552,TF116529,Bronze,9,7097.201624647705,0.02,12.0,85166.0
STH503211,TF109349,Bronze,9,7097.176734332352,0.02,12.0,85166.0
STH501672,TF104903,Bronze,7,7097.06633909131,0.02,12.0,85165.0
STH503378,TF109842,Gold,8,7097.04818075373,0.02,12.0,85165.0
STH507749,TF122787,Silver,4,7096.987155297831,0.02,12.0,85164.0
STH503153,TF109165,Silver,3,7096.905525583359,0.02,12.0,85163.0
STH500630,TF101784,Gold,9,7096.807412161672,0.02,12.0,85162.0
STH507691,TF122651,Gold,6,7096.803607326909,0.02,12.0,85162.0
STH504308,TF112627,Silver,2,7096.684048691922,0.02,12.0,85160.0
STH507414,TF121887,Gold,3,7096.6399434382565,0.02,12.0,85160.0
