sth_account_id,fan_id,churn_risk_score,reason_codes,prior_season_renewal_status
STH504504,TF113265,0.1,low email engagement,renewed
STH501343,TF103935,16.7,"low game attendance, low total spend",renewed
STH500620,TF101761,3.8,"long gap since last game attended, low email engagement",renewed
STH503294,TF109590,98.6,"low total spend, low game attendance",not_renewed
STH506248,TF118558,6.5,"low spend per game, low total spend",renewed
STH504378,TF112883,91.7,"low total spend, low game attendance",not_renewed
STH501115,TF103258,0.3,"low spend per game, low email engagement",renewed
STH502817,TF108194,1.2,"low email engagement, low spend per game",renewed
STH501645,TF104816,0.0,tenure,renewed
STH507117,TF121042,0.1,no dominant single factor,renewed
STH505943,TF117692,77.0,"low total spend, low game attendance",not_renewed
STH508321,TF124449,0.1,tenure,renewed
STH501962,TF105757,0.2,low spend per game,renewed
STH503205,TF109320,0.1,no dominant single factor,renewed
STH502283,TF106650,0.2,"few emails received, tenure",renewed
STH505133,TF115235,0.1,no dominant single factor,renewed
STH502482,TF107248,0.2,tenure,renewed
STH504218,TF112355,0.1,low spend per game,renewed
STH507417,TF121893,0.2,tenure,renewed
STH503933,TF111500,0.1,no dominant single factor,renewed
STH507450,TF121978,0.2,tenure,renewed
STH501727,TF105053,0.1,low email engagement,renewed
STH502682,TF107789,0.1,no dominant single factor,renewed
STH501633,TF104785,65.4,"low game attendance, low total spend",not_renewed
STH506695,TF119845,54.7,"low game attendance, low total spend",not_renewed
STH504840,TF114289,2.2,low spend per game,renewed
STH502800,TF108140,0.2,"low email engagement, low spend per game",renewed
STH507763,TF122816,0.1,no dominant single factor,renewed
STH500590,TF101669,0.1,"tenure, long gap since last game attended",renewed
STH503749,TF110959,1.1,low email engagement,renewed
STH508012,TF123571,0.3,no dominant single factor,renewed
STH507266,TF121460,0.4,"low email engagement, low spend per game",renewed
STH506843,TF120272,0.2,"low email engagement, tenure",renewed
STH502099,TF106158,0.2,no dominant single factor,renewed
STH506010,TF117901,0.1,no dominant single factor,renewed
STH505095,TF115116,0.1,no dominant single factor,renewed
STH506345,TF118868,0.4,"low email engagement, low spend per game",renewed
STH501468,TF104277,0.1,no dominant single factor,renewed
STH506962,TF120585,0.1,tenure,renewed
STH507579,TF122342,0.1,no dominant single factor,renewed
STH505373,TF115985,0.1,low spend per game,renewed
STH508153,TF123983,3.1,no dominant single factor,renewed
STH506487,TF119277,0.3,"long gap since last game attended, tenure",renewed
STH508052,TF123683,0.1,no dominant single factor,renewed
STH500097,TF100280,58.7,"low total spend, low game attendance",not_renewed
STH504125,TF112081,1.2,long gap since last game attended,renewed
STH500726,TF102111,0.1,low email engagement,renewed
STH502152,TF106310,87.4,"low total spend, low game attendance",not_renewed
STH506540,TF119422,3.9,few emails received,renewed
STH500913,TF102659,0.2,tenure,renewed
STH501957,TF105749,0.1,tenure,renewed
STH501620,TF104756,1.4,"low email engagement, few emails received",renewed
STH506271,TF118627,0.1,"tenure, few emails received",renewed
STH501831,TF105370,0.1,long gap since last game attended,renewed
STH502658,TF107725,0.7,low spend per game,renewed
STH505559,TF116557,0.5,"long gap since last game attended, low email engagement",renewed
STH501637,TF104791,0.1,no dominant single factor,renewed
STH505132,TF115232,97.5,"low total spend, low game attendance",not_renewed
STH503386,TF109860,61.1,"low game attendance, low total spend",not_renewed
STH507659,TF122554,0.3,tenure,renewed
STH501295,TF103820,0.1,"tenure, low spend per game",renewed
STH502034,TF105961,0.2,"low email engagement, few emails received",renewed
STH500157,TF100430,0.3,no dominant single factor,renewed
STH503116,TF109054,0.2,long gap since last game attended,renewed
STH502786,TF108084,0.1,"low spend per game, tenure",renewed
STH503495,TF110238,6.9,"low game attendance, low spend per game",renewed
STH504700,TF113831,0.1,no dominant single factor,renewed
STH507586,TF122352,0.1,tenure,renewed
STH506937,TF120509,88.6,"low total spend, low game attendance",not_renewed
STH504624,TF113617,0.1,no dominant single factor,renewed
STH505087,TF115087,26.4,"low total spend, low game attendance",renewed
STH501607,TF104726,0.1,tenure,renewed
STH501039,TF103048,0.1,low spend per game,renewed
STH508478,TF124941,0.2,no dominant single factor,renewed
STH505545,TF116504,0.1,tenure,renewed
STH507594,TF122365,0.2,long gap since last game attended,renewed
STH505184,TF115402,1.9,"tenure, low email engagement",renewed
STH502750,TF107984,0.1,"low email engagement, low spend per game",renewed
STH505771,TF117182,0.3,low email engagement,renewed
STH506966,TF120597,0.1,no dominant single factor,renewed
STH501931,TF105667,0.2,low email engagement,renewed
STH503830,TF111197,0.3,long gap since last game attended,renewed
STH503175,TF109240,0.1,no dominant single factor,renewed
STH506362,TF118911,0.1,no dominant single factor,renewed
STH502175,TF106350,0.1,tenure,renewed
STH507470,TF122043,55.9,"low total spend, low game attendance",renewed
STH505035,TF114945,0.1,"tenure, low spend per game",renewed
STH504349,TF112765,0.1,low spend per game,renewed
STH501815,TF105313,0.1,tenure,renewed
STH508457,TF124874,0.1,low email engagement,renewed
STH500317,TF100883,7.0,low game attendance,renewed
STH502689,TF107817,1.4,"tenure, low email engagement",renewed
STH506709,TF119886,0.1,no dominant single factor,renewed
STH505902,TF117556,5.3,low game attendance,renewed
STH506745,TF120003,0.1,no dominant single factor,renewed
STH502479,TF107239,0.3,tenure,renewed
STH502247,TF106541,0.3,"few emails received, low email engagement",renewed
STH501150,TF103378,0.1,tenure,renewed
STH500909,TF102651,0.1,tenure,renewed
STH505914,TF117611,84.4,"low total spend, low game attendance",not_renewed
STH508368,TF124571,0.1,few emails received,renewed
STH501822,TF105329,0.7,low spend per game,renewed
STH506137,TF118200,4.2,long gap since last game attended,renewed
STH502590,TF107535,0.1,no dominant single factor,renewed
STH500490,TF101413,0.2,no dominant single factor,renewed
STH504419,TF112994,0.2,tenure,renewed
STH500114,TF100317,0.3,long gap since last game attended,renewed
STH505961,TF117755,0.2,"low email engagement, low spend per game",renewed
STH507224,TF121362,0.2,low email engagement,renewed
STH500827,TF102396,0.2,few emails received,renewed
STH504660,TF113699,0.1,few emails received,renewed
STH501789,TF105232,1.6,"tenure, long gap since last game attended",renewed
STH508168,TF124033,0.1,tenure,renewed
STH500897,TF102625,0.2,no dominant single factor,renewed
STH507701,TF122678,1.9,no dominant single factor,renewed
STH500784,TF102277,0.3,low spend per game,renewed
STH507731,TF122744,0.7,tenure,renewed
STH504320,TF112662,41.1,"low total spend, low game attendance",renewed
STH507439,TF121947,0.2,low email engagement,renewed
STH503111,TF109040,10.2,low game attendance,renewed
STH508245,TF124232,0.2,"low spend per game, low email engagement",renewed
STH501481,TF104326,0.4,"few emails received, tenure",renewed
STH500908,TF102650,0.4,"low spend per game, few emails received",renewed
STH508193,TF124090,0.1,tenure,renewed
STH507971,TF123423,0.1,no dominant single factor,renewed
STH504950,TF114669,1.3,no dominant single factor,renewed
STH501053,TF103077,0.0,no dominant single factor,renewed
STH505291,TF115720,1.4,long gap since last game attended,renewed
STH501927,TF105660,45.8,"low game attendance, low total spend",renewed
STH507338,TF121671,0.2,tenure,renewed
STH504088,TF111977,0.1,low email engagement,renewed
STH506281,TF118662,0.1,tenure,renewed
STH501209,TF103566,0.2,low spend per game,renewed
STH503414,TF109976,0.2,few emails received,renewed
STH505036,TF114946,0.1,low spend per game,renewed
STH508174,TF124046,95.9,"low total spend, low game attendance",not_renewed
STH501588,TF104643,0.3,tenure,renewed
STH507459,TF122000,0.4,"low spend per game, tenure",renewed
STH503010,TF108741,0.1,low email engagement,renewed
STH504759,TF114042,3.4,"tenure, low spend per game",renewed
STH504288,TF112574,4.1,low email engagement,renewed
STH504522,TF113310,2.3,"low email engagement, few emails received",renewed
STH507234,TF121377,1.9,"low email engagement, low spend per game",renewed
STH507789,TF122907,1.1,"long gap since last game attended, low spend per game",renewed
STH501200,TF103541,1.3,"low email engagement, tenure",renewed
STH505809,TF117287,4.4,long gap since last game attended,not_renewed
STH507227,TF121367,34.9,"low total spend, long gap since last game attended",renewed
STH503358,TF109784,0.1,"tenure, few emails received",renewed
STH507043,TF120829,0.1,tenure,renewed
STH501732,TF105071,5.3,"few emails received, low game attendance",renewed
STH504969,TF114741,0.0,no dominant single factor,renewed
STH505609,TF116726,0.2,low spend per game,renewed
STH503475,TF110169,0.1,no dominant single factor,renewed
STH507003,TF120704,1.0,"low email engagement, low spend per game",renewed
STH501894,TF105572,0.1,few emails received,renewed
STH506960,TF120576,0.2,tenure,renewed
STH505103,TF115137,0.1,no dominant single factor,renewed
STH502883,TF108367,0.0,no dominant single factor,renewed
STH504967,TF114736,0.1,tenure,renewed
STH501106,TF103231,0.1,no dominant single factor,renewed
STH503411,TF109961,0.1,tenure,renewed
STH506626,TF119659,0.0,no dominant single factor,renewed
STH504909,TF114523,0.1,tenure,renewed
STH503003,TF108724,0.4,low email engagement,renewed
STH500708,TF102043,0.2,low spend per game,renewed
STH503789,TF111087,0.1,"low email engagement, tenure",renewed
STH504430,TF113024,0.3,tenure,renewed
STH504440,TF113047,0.1,no dominant single factor,renewed
STH501338,TF103929,0.1,long gap since last game attended,renewed
STH504755,TF114025,0.1,tenure,renewed
STH500106,TF100306,1.7,"low total spend, long gap since last game attended",renewed
STH501689,TF104943,0.1,tenure,renewed
STH502062,TF106041,0.3,low spend per game,renewed
STH505521,TF116437,0.1,tenure,renewed
STH505603,TF116703,0.1,tenure,renewed
STH504462,TF113116,0.2,tenure,renewed
STH507722,TF122725,0.1,low email engagement,renewed
STH500724,TF102109,0.1,tenure,renewed
STH501583,TF104631,28.5,"low total spend, low game attendance",renewed
STH505022,TF114917,0.1,low email engagement,renewed
STH504312,TF112646,6.6,low game attendance,renewed
STH504090,TF111981,0.1,few emails received,renewed
STH500568,TF101599,1.2,no dominant single factor,renewed
STH502010,TF105891,0.1,low spend per game,renewed
STH501325,TF103889,4.4,"tenure, low email engagement",renewed
STH502831,TF108243,70.7,"low total spend, low game attendance",not_renewed
STH504015,TF111768,0.1,few emails received,renewed
STH504966,TF114735,0.1,tenure,renewed
STH505010,TF114874,0.2,"tenure, low email engagement",renewed
STH500657,TF101849,0.1,tenure,renewed
STH504244,TF112457,0.2,"low spend per game, few emails received",renewed
STH506535,TF119403,0.2,low email engagement,renewed
STH507527,TF122207,0.2,low email engagement,renewed
STH500468,TF101342,0.1,no dominant single factor,renewed
STH505003,TF114846,97.8,"low total spend, low game attendance",not_renewed
STH505370,TF115981,0.1,low spend per game,renewed
STH500774,TF102254,9.6,low total spend,renewed
STH508144,TF123954,0.2,tenure,renewed
STH504820,TF114237,1.4,few emails received,renewed
STH506938,TF120513,0.5,low email engagement,renewed
STH503097,TF109010,0.1,few emails received,renewed
STH501285,TF103793,1.9,long gap since last game attended,renewed
STH502856,TF108305,79.9,"low total spend, low game attendance",renewed
STH508302,TF124400,26.6,"low total spend, low game attendance",renewed
STH500841,TF102448,0.2,low spend per game,renewed
STH503385,TF109856,0.1,"low email engagement, few emails received",renewed
STH508102,TF123826,0.1,low spend per game,renewed
STH502181,TF106365,0.1,no dominant single factor,renewed
STH500878,TF102564,95.3,"low total spend, low game attendance",not_renewed
STH504689,TF113797,0.2,tenure,renewed
STH502289,TF106663,0.1,tenure,renewed
STH503416,TF109986,0.2,low email engagement,renewed
STH501064,TF103112,84.4,"low total spend, long gap since last game attended",not_renewed
STH506185,TF118337,0.1,no dominant single factor,renewed
STH506021,TF117937,0.1,no dominant single factor,renewed
STH504742,TF113985,0.3,low spend per game,renewed
STH504249,TF112478,0.6,"low email engagement, tenure",renewed
STH505594,TF116666,0.1,tenure,renewed
STH500146,TF100399,0.1,no dominant single factor,renewed
STH504988,TF114794,1.7,low email engagement,renewed
STH505948,TF117704,0.1,no dominant single factor,renewed
STH505059,TF115013,0.2,"tenure, low email engagement",renewed
STH505884,TF117498,0.1,no dominant single factor,renewed
STH501557,TF104550,0.1,no dominant single factor,renewed
STH506446,TF119138,13.2,"low game attendance, low total spend",renewed
STH503589,TF110491,94.3,"low total spend, low game attendance",not_renewed
STH505512,TF116418,0.2,"low spend per game, tenure",renewed
STH506883,TF120382,0.4,"few emails received, low email engagement",renewed
STH507741,TF122774,0.3,tenure,renewed
STH504874,TF114439,0.3,"tenure, low spend per game",renewed
STH503072,TF108934,0.1,no dominant single factor,renewed
STH505480,TF116313,0.1,low spend per game,renewed
STH500238,TF100648,0.1,no dominant single factor,renewed
STH505800,TF117260,0.2,no dominant single factor,renewed
STH503999,TF111729,0.2,low spend per game,renewed
STH500243,TF100654,0.2,"tenure, low spend per game",renewed
STH501925,TF105654,0.1,tenure,renewed
STH505147,TF115265,0.0,no dominant single factor,renewed
STH505874,TF117472,17.5,low total spend,renewed
STH500980,TF102874,0.1,"low spend per game, tenure",renewed
STH501269,TF103753,0.1,no dominant single factor,renewed
STH507133,TF121085,0.4,low spend per game,renewed
STH508358,TF124550,0.2,"tenure, few emails received",renewed
STH507919,TF123290,81.9,"low total spend, low game attendance",not_renewed
STH507137,TF121095,0.3,low spend per game,renewed
STH506602,TF119588,8.1,"long gap since last game attended, tenure",renewed
STH502823,TF108223,5.9,"few emails received, low email engagement",renewed
STH505661,TF116902,97.6,"low total spend, low game attendance",not_renewed
STH505506,TF116397,0.2,few emails received,renewed
STH503639,TF110639,18.2,"low game attendance, few emails received",renewed
STH506404,TF119026,0.0,no dominant single factor,renewed
STH504242,TF112448,0.1,no dominant single factor,renewed
STH501875,TF105520,0.1,no dominant single factor,renewed
STH502843,TF108269,0.6,tenure,renewed
STH500659,TF101856,1.1,"tenure, long gap since last game attended",renewed
STH500489,TF101412,0.1,tenure,renewed
STH507113,TF121028,0.0,no dominant single factor,renewed
STH505463,TF116269,0.1,no dominant single factor,renewed
